ts,container,cpu_pct,mem_used,mem_pct
1780067143,xpltest-app-1,52.05,615.6MiB/1GiB,60.11
1780067143,xpltest-postgres-1,4.84,171.6MiB/2GiB,8.38
1780067143,xpltest-redis-1,3.17,9.961MiB/512MiB,1.95
1780067143,xpltest-worker-1,0.23,278.3MiB/512MiB,54.35
1780067146,xpltest-app-1,96.00,604.3MiB/1GiB,59.01
1780067146,xpltest-postgres-1,1.18,173MiB/2GiB,8.45
1780067146,xpltest-redis-1,0.82,9.961MiB/512MiB,1.95
1780067146,xpltest-worker-1,0.42,278.2MiB/512MiB,54.33
1780067150,xpltest-app-1,76.68,618.2MiB/1GiB,60.38
1780067150,xpltest-postgres-1,1.72,172.8MiB/2GiB,8.44
1780067150,xpltest-redis-1,1.16,10.12MiB/512MiB,1.98
1780067150,xpltest-worker-1,0.52,278.4MiB/512MiB,54.38
1780067153,xpltest-app-1,60.52,623.4MiB/1GiB,60.88
1780067153,xpltest-postgres-1,2.27,173.3MiB/2GiB,8.46
1780067153,xpltest-redis-1,0.73,9.922MiB/512MiB,1.94
1780067153,xpltest-worker-1,0.58,278.3MiB/512MiB,54.36
1780067157,xpltest-app-1,55.05,627.4MiB/1GiB,61.27
1780067157,xpltest-postgres-1,2.61,172.9MiB/2GiB,8.44
1780067157,xpltest-redis-1,1.01,10.18MiB/512MiB,1.99
1780067157,xpltest-worker-1,0.15,278MiB/512MiB,54.30
1780067160,xpltest-app-1,58.74,626.3MiB/1GiB,61.16
1780067160,xpltest-postgres-1,2.06,173.7MiB/2GiB,8.48
1780067160,xpltest-redis-1,0.62,10.12MiB/512MiB,1.98
1780067160,xpltest-worker-1,1.07,278.5MiB/512MiB,54.39
1780067164,xpltest-app-1,49.84,631.3MiB/1GiB,61.65
1780067164,xpltest-postgres-1,3.79,173.4MiB/2GiB,8.47
1780067164,xpltest-redis-1,0.98,9.949MiB/512MiB,1.94
1780067164,xpltest-worker-1,0.29,278.6MiB/512MiB,54.42
1780067167,xpltest-app-1,68.19,627.7MiB/1GiB,61.29
1780067167,xpltest-postgres-1,4.40,173.4MiB/2GiB,8.47
1780067167,xpltest-redis-1,0.90,10.2MiB/512MiB,1.99
1780067167,xpltest-worker-1,0.61,278.4MiB/512MiB,54.37
1780067171,xpltest-app-1,91.01,630MiB/1GiB,61.52
1780067171,xpltest-postgres-1,1.05,173.3MiB/2GiB,8.46
1780067171,xpltest-redis-1,0.62,10.11MiB/512MiB,1.97
1780067171,xpltest-worker-1,0.29,278.6MiB/512MiB,54.42
1780067175,xpltest-app-1,104.86,626.9MiB/1GiB,61.22
1780067175,xpltest-postgres-1,0.33,173.3MiB/2GiB,8.46
1780067175,xpltest-redis-1,1.08,9.949MiB/512MiB,1.94
1780067175,xpltest-worker-1,0.18,278.9MiB/512MiB,54.48
1780067178,xpltest-app-1,98.23,635.6MiB/1GiB,62.07
1780067178,xpltest-postgres-1,2.92,173.3MiB/2GiB,8.46
1780067178,xpltest-redis-1,2.22,9.973MiB/512MiB,1.95
1780067178,xpltest-worker-1,0.72,278.4MiB/512MiB,54.38
1780067182,xpltest-app-1,106.69,638.7MiB/1GiB,62.37
1780067182,xpltest-postgres-1,1.85,173.3MiB/2GiB,8.46
1780067182,xpltest-redis-1,0.63,10.1MiB/512MiB,1.97
1780067182,xpltest-worker-1,0.20,278.9MiB/512MiB,54.47
1780067185,xpltest-app-1,98.40,638MiB/1GiB,62.31
1780067185,xpltest-postgres-1,1.03,173.3MiB/2GiB,8.46
1780067185,xpltest-redis-1,1.52,10.02MiB/512MiB,1.96
1780067185,xpltest-worker-1,0.30,278.7MiB/512MiB,54.44
1780067189,xpltest-app-1,101.66,634MiB/1GiB,61.91
1780067189,xpltest-postgres-1,1.00,173.3MiB/2GiB,8.46
1780067189,xpltest-redis-1,0.41,10.05MiB/512MiB,1.96
1780067189,xpltest-worker-1,0.45,278.9MiB/512MiB,54.47
1780067192,xpltest-app-1,98.92,642.2MiB/1GiB,62.72
1780067192,xpltest-postgres-1,0.36,173.3MiB/2GiB,8.46
1780067192,xpltest-redis-1,0.96,9.973MiB/512MiB,1.95
1780067192,xpltest-worker-1,0.09,278.4MiB/512MiB,54.38
1780067196,xpltest-app-1,98.95,642.9MiB/1GiB,62.78
1780067196,xpltest-postgres-1,0.86,173.3MiB/2GiB,8.46
1780067196,xpltest-redis-1,0.95,9.973MiB/512MiB,1.95
1780067196,xpltest-worker-1,0.29,278.5MiB/512MiB,54.40
1780067199,xpltest-app-1,99.92,636.3MiB/1GiB,62.14
1780067199,xpltest-postgres-1,1.24,173.3MiB/2GiB,8.46
1780067199,xpltest-redis-1,0.42,10.13MiB/512MiB,1.98
1780067199,xpltest-worker-1,0.56,278.4MiB/512MiB,54.38
1780067203,xpltest-app-1,99.88,642.6MiB/1GiB,62.76
1780067203,xpltest-postgres-1,1.92,171.9MiB/2GiB,8.39
1780067203,xpltest-redis-1,2.26,9.949MiB/512MiB,1.94
1780067203,xpltest-worker-1,0.07,279.1MiB/512MiB,54.50
1780067206,xpltest-app-1,95.71,638.9MiB/1GiB,62.39
1780067206,xpltest-postgres-1,1.37,171.8MiB/2GiB,8.39
1780067206,xpltest-redis-1,0.89,9.945MiB/512MiB,1.94
1780067206,xpltest-worker-1,0.12,278.8MiB/512MiB,54.45
1780067210,xpltest-app-1,99.60,643.9MiB/1GiB,62.88
1780067210,xpltest-postgres-1,1.98,168.4MiB/2GiB,8.22
1780067210,xpltest-redis-1,0.37,10.09MiB/512MiB,1.97
1780067210,xpltest-worker-1,0.23,278.9MiB/512MiB,54.47
1780067214,xpltest-app-1,106.64,638.4MiB/1GiB,62.35
1780067214,xpltest-postgres-1,3.42,168.8MiB/2GiB,8.24
1780067214,xpltest-redis-1,2.58,9.969MiB/512MiB,1.95
1780067214,xpltest-worker-1,0.09,278.9MiB/512MiB,54.48
1780067217,xpltest-app-1,99.78,643MiB/1GiB,62.79
1780067217,xpltest-postgres-1,0.55,170.6MiB/2GiB,8.33
1780067217,xpltest-redis-1,1.00,9.996MiB/512MiB,1.95
1780067217,xpltest-worker-1,0.28,278.6MiB/512MiB,54.41
1780067221,xpltest-app-1,102.17,639.4MiB/1GiB,62.44
1780067221,xpltest-postgres-1,1.44,170.8MiB/2GiB,8.34
1780067221,xpltest-redis-1,0.36,10.15MiB/512MiB,1.98
1780067221,xpltest-worker-1,0.49,279.3MiB/512MiB,54.55
1780067224,xpltest-app-1,107.64,640MiB/1GiB,62.50
1780067224,xpltest-postgres-1,0.69,171.1MiB/2GiB,8.35
1780067224,xpltest-redis-1,0.74,9.957MiB/512MiB,1.94
1780067224,xpltest-worker-1,0.16,278.7MiB/512MiB,54.43
1780067228,xpltest-app-1,99.71,640.5MiB/1GiB,62.55
1780067228,xpltest-postgres-1,0.66,171.1MiB/2GiB,8.35
1780067228,xpltest-redis-1,1.52,9.961MiB/512MiB,1.95
1780067228,xpltest-worker-1,0.14,279.3MiB/512MiB,54.56
1780067231,xpltest-app-1,100.08,644.5MiB/1GiB,62.94
1780067231,xpltest-postgres-1,1.09,171.9MiB/2GiB,8.40
1780067231,xpltest-redis-1,0.49,10.1MiB/512MiB,1.97
1780067231,xpltest-worker-1,0.37,278.6MiB/512MiB,54.41
1780067235,xpltest-app-1,99.90,646.1MiB/1GiB,63.09
1780067235,xpltest-postgres-1,1.92,171.6MiB/2GiB,8.38
1780067235,xpltest-redis-1,0.48,10MiB/512MiB,1.95
1780067235,xpltest-worker-1,0.20,278.6MiB/512MiB,54.42
1780067238,xpltest-app-1,99.64,644.3MiB/1GiB,62.92
1780067238,xpltest-postgres-1,3.42,171.8MiB/2GiB,8.39
1780067238,xpltest-redis-1,2.16,10MiB/512MiB,1.95
1780067238,xpltest-worker-1,0.23,278.8MiB/512MiB,54.46
1780067242,xpltest-app-1,103.47,645.8MiB/1GiB,63.06
1780067242,xpltest-postgres-1,1.05,171.9MiB/2GiB,8.39
1780067242,xpltest-redis-1,0.88,10.11MiB/512MiB,1.97
1780067242,xpltest-worker-1,0.23,279.2MiB/512MiB,54.52
1780067244,xpltest-app-1,98.42,640.7MiB/1GiB,62.56
1780067244,xpltest-postgres-1,2.21,172MiB/2GiB,8.40
